Date,Open,High,Low,Close,Adj Close,Volume
2015-11-26,3.25,3.42,3.245,3.4,3.148574,30544729
2015-11-27,3.38,3.47,3.26,3.4,3.148574,2223644
2015-11-30,3.44,3.48,3.4,3.43,3.176355,501111
2015-12-01,3.41,3.45,3.39,3.44,3.185616,1083258
2015-12-02,3.45,3.47,3.44,3.47,3.2133979999999998,624697
2015-12-03,3.47,3.58,3.47,3.55,3.287482,760380
2015-12-04,3.5,3.54,3.48,3.51,3.250439,479609
2015-12-07,3.55,3.6,3.45,3.52,3.2597,1137277
2015-12-08,3.55,3.55,3.39,3.48,3.222658,190929
2015-12-09,3.48,3.51,3.45,3.5,3.2411790000000003,539319
2015-12-10,3.5,3.51,3.49,3.5,3.2411790000000003,2123100
2015-12-11,3.5,3.52,3.43,3.5,3.2411790000000003,385110
2015-12-14,3.45,3.45,3.39,3.42,3.167095,418898
2015-12-15,3.4,3.45,3.35,3.4,3.148574,1902953
2015-12-16,3.42,3.52,3.4,3.4,3.148574,78648
2015-12-17,3.38,3.51,3.35,3.39,3.139314,1348395
2015-12-18,3.375,3.39,3.375,3.39,3.139314,159131
2015-12-21,3.38,3.4,3.38,3.38,3.1300529999999998,366421
2015-12-22,3.375,3.4,3.35,3.36,3.111532,990132
2015-12-23,3.355,3.38,3.34,3.36,3.111532,190583
2015-12-24,3.37,3.37,3.3,3.33,3.08375,21913
2015-12-28,3.33,3.33,3.33,3.33,3.08375,0
2015-12-29,3.33,3.33,3.32,3.32,3.074489,4033
2015-12-30,3.36,3.37,3.35,3.35,3.102271,150309
2015-12-31,3.35,3.35,3.3,3.33,3.08375,27313
2016-01-04,3.34,3.38,3.34,3.36,3.111532,740396
2016-01-05,3.36,3.36,3.31,3.33,3.08375,174848
2016-01-06,3.31,3.35,3.3,3.31,3.065229,366004
2016-01-07,3.3,3.31,3.26,3.3,3.0559689999999997,506891
2016-01-08,3.28,3.3,3.255,3.3,3.0559689999999997,61234
2016-01-11,3.3,3.36,3.27,3.35,3.102271,561247
2016-01-12,3.34,3.35,3.28,3.32,3.074489,1018464
2016-01-13,3.34,3.42,3.3,3.35,3.102271,465264
2016-01-14,3.3,3.3,3.22,3.24,3.0004060000000004,90940
2016-01-15,3.27,3.28,3.21,3.21,2.972624,1345172
2016-01-18,3.25,3.25,3.16,3.2,2.963363,2335756
2016-01-19,3.21,3.26,3.16,3.18,2.944843,180528
2016-01-20,3.19,3.21,3.16,3.16,2.9263220000000003,518060
2016-01-21,3.17,3.19,3.13,3.18,2.944843,165752
2016-01-22,3.18,3.22,3.1,3.21,2.972624,981905
2016-01-25,3.2,3.35,3.18,3.28,3.037448,379777
2016-01-27,3.21,3.34,3.21,3.34,3.093011,610772
2016-01-28,3.34,3.5,3.34,3.45,3.194876,361723
2016-01-29,3.45,3.48,3.45,3.46,3.204137,83008
2016-02-01,3.5,3.52,3.47,3.5,3.2411790000000003,713039
2016-02-02,3.53,3.58,3.51,3.58,3.315263,376453
2016-02-03,3.58,3.63,3.57,3.61,3.3430440000000003,757795
2016-02-04,3.61,3.62,3.53,3.61,3.3430440000000003,336636
2016-02-05,3.62,3.67,3.61,3.65,3.380086,1384647
2016-02-08,3.66,3.68,3.64,3.68,3.407868,1431253
2016-02-09,3.65,3.65,3.3,3.54,3.278221,1864641
2016-02-10,3.59,3.61,3.43,3.5,3.2411790000000003,283533
2016-02-11,3.6,3.68,3.49,3.65,3.380086,2351432
2016-02-12,3.65,4.14,3.65,4.04,3.741247,1852085
2016-02-15,4.07,4.15,3.94,3.94,3.6486410000000005,1457192
2016-02-16,4.03,4.05,3.96,4.04,3.741247,131860
2016-02-17,4.05,4.05,4.0,4.05,3.750507,618416
2016-02-18,4.05,4.2,4.045,4.16,3.852372,430839
2016-02-19,4.16,4.16,4.02,4.08,3.778289,227947
2016-02-22,4.07,4.1,4.04,4.05,3.750507,118112
2016-02-23,4.06,4.06,3.99,3.99,3.6949440000000005,439872
2016-02-24,4.0,4.0,3.97,3.98,3.685683,48304
2016-02-25,4.0,4.04,3.95,3.95,3.6579019999999995,53810
2016-02-26,3.99,4.14,3.94,4.07,3.769028,143824
2016-02-29,4.03,4.24,4.01,4.16,3.852372,379587
2016-03-01,4.2,4.2,4.08,4.13,3.8245910000000003,525138
2016-03-02,4.23,4.23,3.98,4.05,3.750507,72897
2016-03-03,4.15,4.16,4.1,4.13,3.8245910000000003,122424
2016-03-04,4.15,4.15,3.71,3.77,3.4912129999999997,1085037
2016-03-07,3.86,4.03,3.75,3.97,3.676423,1745616
2016-03-08,4.02,4.16,3.96,3.96,3.6671620000000003,214501
2016-03-09,4.08,4.08,3.9,3.98,3.685683,289704
2016-03-10,4.02,4.1,3.92,4.0,3.7042050000000004,996647
2016-03-11,4.01,4.23,3.96,4.15,3.843112,475385
2016-03-14,4.18,4.19,4.09,4.15,3.843112,414748
2016-03-15,4.16,4.35,4.13,4.2,3.889415,355777
2016-03-16,4.15,4.38,4.08,4.2,3.889415,125051
2016-03-17,4.22,4.235,4.04,4.2,3.889415,966893
2016-03-18,4.16,4.22,4.0,4.22,3.907936,2020774
2016-03-21,4.23,4.25,4.16,4.17,3.8616330000000003,402791
2016-03-22,4.16,4.16,4.11,4.13,3.8245910000000003,614678
2016-03-23,4.14,4.17,4.11,4.13,3.8245910000000003,946744
2016-03-24,4.13,4.16,4.11,4.14,3.833851,473229
2016-03-29,4.11,4.35,4.04,4.3,3.98202,1112800
2016-03-30,4.35,4.45,4.3,4.38,4.056104,329367
2016-03-31,4.47,4.53,4.44,4.5,4.167231,224343
2016-04-01,4.47,4.63,4.45,4.55,4.213532,518107
2016-04-04,4.57,4.68,4.57,4.61,4.269095,256142
2016-04-05,4.61,4.61,4.57,4.6,4.259836,174225
2016-04-06,4.6,4.6,4.55,4.56,4.222794,241063
2016-04-07,4.62,4.64,4.54,4.58,4.241314,1240937
2016-04-08,4.57,4.59,4.54,4.56,4.222794,111040
2016-04-11,4.56,4.58,4.46,4.47,4.139449,340898
2016-04-12,4.5,4.52,4.4,4.43,4.102405999999999,867468
2016-04-13,4.56,4.56,4.33,4.34,4.019063,271961
2016-04-14,4.395,4.395,4.06,4.09,3.787549,202615
2016-04-15,4.06,4.08,3.99,4.01,3.7134650000000002,393522
2016-04-18,3.89,3.99,3.86,3.9,3.611599,3204022
2016-04-19,3.92,4.11,3.92,4.05,3.750507,652963
2016-04-20,4.07,4.22,4.06,4.2,3.889415,973541
2016-04-21,4.25,4.45,4.24,4.35,4.028322,385228
2016-04-22,4.3,4.32,4.06,4.13,3.8245910000000003,246136
2016-04-26,4.11,4.18,4.11,4.14,3.833851,282168
2016-04-27,4.19,4.27,4.13,4.2,3.889415,1881173
2016-04-28,4.26,4.27,4.13,4.16,3.852372,303494
2016-04-29,4.16,4.19,4.13,4.17,3.8616330000000003,210506
2016-05-02,4.18,4.245,4.14,4.23,3.9171970000000003,161791
2016-05-03,4.13,4.22,4.12,4.2,3.889415,330319
2016-05-04,4.17,4.18,4.08,4.1,3.7968089999999997,177141
2016-05-05,4.18,4.36,4.18,4.3,3.98202,286964
2016-05-06,4.3,4.38,4.185,4.2,3.889415,130913
2016-05-09,4.23,4.25,4.19,4.2,3.889415,254347
2016-05-10,4.19,4.25,4.17,4.21,3.898675,301928
2016-05-11,4.25,4.27,4.23,4.25,3.935717,601285
2016-05-12,4.37,4.37,4.22,4.3,3.98202,509547
2016-05-13,4.3,4.3,4.21,4.24,3.926457,158545
2016-05-16,4.22,4.27,4.18,4.25,3.935717,165708
2016-05-17,4.14,4.35,4.14,4.22,3.907936,76228
2016-05-18,4.25,4.25,4.12,4.19,3.8801550000000002,103169
2016-05-19,4.24,4.28,4.14,4.14,3.833851,227325
2016-05-20,4.12,4.25,4.01,4.15,3.843112,438871
2016-05-23,4.28,4.35,4.23,4.27,3.9542379999999997,271615
2016-05-24,4.37,4.37,4.22,4.31,3.991281,869571
2016-05-25,4.38,4.47,4.38,4.42,4.093146,219950
2016-05-26,4.47,4.47,4.31,4.4,4.074625,281049
2016-05-27,4.41,4.49,4.36,4.46,4.1301879999999995,132936
2016-05-30,4.4,4.63,4.36,4.59,4.250573999999999,194853
2016-05-31,4.55,4.67,4.46,4.5,4.167231,2493914
2016-06-01,4.47,4.7,4.45,4.59,4.250573999999999,278777
2016-06-02,4.6,4.64,4.58,4.6,4.259836,547014
2016-06-03,4.69,4.69,4.54,4.55,4.213532,271219
2016-06-06,4.5,4.55,4.46,4.47,4.139449,165105
2016-06-07,4.51,4.56,4.49,4.51,4.176491,310189
2016-06-08,4.57,4.59,4.495,4.55,4.213532,297747
2016-06-09,4.55,4.56,4.51,4.55,4.213532,359692
2016-06-10,4.55,4.69,4.54,4.68,4.333919,317932
2016-06-14,4.83,4.83,4.44,4.45,4.120927,250654
2016-06-15,4.5,4.52,4.46,4.48,4.148708999999999,368413
2016-06-16,4.45,4.47,4.32,4.4,4.074625,813757
2016-06-17,4.34,4.4,4.19,4.27,3.9542379999999997,2970917
2016-06-20,4.38,4.38,4.2,4.28,3.9635,339381
2016-06-21,4.29,4.31,4.24,4.29,3.9727589999999995,253781
2016-06-22,4.27,4.29,4.2,4.21,3.898675,125712
2016-06-23,4.2,4.23,4.12,4.15,3.843112,170768
2016-06-24,4.21,4.225,3.95,4.0,3.7042050000000004,936637
2016-06-27,4.0,4.13,3.9,4.08,3.778289,109226
2016-06-28,4.14,4.14,4.05,4.1,3.7968089999999997,71366
2016-06-29,4.05,4.225,4.05,4.13,3.8245910000000003,226564
2016-06-30,4.11,4.14,4.1,4.12,3.8153300000000003,283154
2016-07-01,4.12,4.14,4.06,4.11,3.8060699999999996,107679
2016-07-04,4.06,4.12,4.06,4.1,3.7968089999999997,177955
2016-07-05,4.2,4.2,4.05,4.09,3.787549,338122
2016-07-06,4.08,4.1,4.0,4.05,3.750507,91421
2016-07-07,4.07,4.1,4.02,4.05,3.750507,39038
2016-07-08,4.02,4.1,4.02,4.06,3.759768,68706
2016-07-11,4.08,4.15,4.05,4.11,3.8060699999999996,173627
2016-07-12,4.18,4.23,4.12,4.16,3.852372,2176938
2016-07-13,4.16,4.205,4.1,4.12,3.8153300000000003,58776
2016-07-14,4.12,4.17,4.12,4.15,3.843112,186404
2016-07-15,4.12,4.19,4.1,4.15,3.843112,132373
2016-07-18,4.17,4.3,4.1,4.3,3.98202,567287
2016-07-19,4.2,4.26,4.19,4.25,3.935717,77069
2016-07-20,4.19,4.31,4.19,4.3,3.98202,55262
2016-07-21,4.4,4.42,4.2,4.24,3.926457,445823
2016-07-22,4.23,4.3,4.21,4.27,3.9542379999999997,321891
2016-07-25,4.28,4.28,4.17,4.2,3.889415,457297
2016-07-26,4.25,4.3,4.14,4.27,3.9542379999999997,190896
2016-07-27,4.28,4.3,4.22,4.24,3.926457,52976
2016-07-28,4.29,4.3,4.22,4.23,3.9171970000000003,65649
